code_aliment;nom_fr;nom_scientifique;groupe;sous_groupe;sous_sous_groupe;energie_kcal_100g;eau_g;proteines_g;glucides_g;sucres_g;fibres_g;lipides_g;ag_satures_g;ag_monoinsatures_g;ag_polyinsatures_g;omega3_ala_g;sel_g;calcium_mg;fer_mg;magnesium_mg;zinc_mg;phosphore_mg;potassium_mg;vitamine_C_mg;beta_carotene_ug;vitamine_D_ug;vitamine_B12_ug;folates_B9_ug;vitamine_B1_mg;vitamine_B2_mg;vitamine_B6_mg;vitamine_E_mg
20255;Échalote, cuite;Allium cepa var. aggregatum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;69,3;80;2,13;13,5;6,3;3,4;< 0,5;< 0,0002;< 0,0002;< 0,0002;< 0,0002;0,031;28;0,34;14;0,32;76;400;2,25;< 10;-;-;-;0,53;-;0,19;-
20257;Haricots verts, purée;Phaseolus vulgaris L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;56,3;-;1,7;4,2;1,5;3,3;2,9;1,9;-;-;-;0,36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20258;Légumes (3-4 sortes en mélange), purée;(Genus and species unknown or multiple);fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;61,2;86;1,94;4,25;2,4;3,3;3,4;2,17;0,77;0,18;0,06;0,63;47;0,67;18;0,33;42;260;< 0,5;1040;< 0,25;0,019;-;0,025;0,023;0,048;-
20259;Brocoli, purée;Brassica oleracea L. var. italica Plenck;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;29;91,7;2,5;2,75;1,65;2,39;0,38;-;-;-;-;0,02;87;0,9;-;-;-;-;-;-;-;-;-;-;-;-;-
20260;Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%);Solanum lycopersicum L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;45,5;89,1;2,05;7,57;5,5;2,6;0,2;0,08;< 0,01;< 0,01;< 0,01;0,88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20261;Carotte, purée;Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;30,1;90,1;0,88;5,06;4,8;3,1;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,13;30;0,32;8,4;0,23;25;230;< 0,5;6060;-;-;-;0,024;< 0,01;0,056;-
20264;Courgette, purée;Cucurbita pepo L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;57,3;-;2,8;6,5;2,3;1,5;1,9;1,3;-;-;-;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20268;Tomate, double concentré, appertisé;;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;99,5;74,3;3,75;19,3;19,3;1,5;0,47;0;-;0;-;0,93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20271;Macédoine de légumes, précuite, à finir de cuire, surgelée;(Genus and species unknown or multiple);fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;62,4;84,4;4;7,5;3,5;6;0,5;0;-;-;-;0,045;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20275;Poivron rouge, appertisé, égoutté;Capsicum annuum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;26,3;91,9;0,96;4,5;3,2;1,35;0,2;0,029;0,013;0,11;0,0064;0,17;9;0,46;10;0,12;18;166;171;1530;0;0;-;0,059;0,03;0,23;-
20277;Asperge blanche, bouillie/cuite à l'eau;Asparagus officinalis L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;17,3;94,9;1,44;1,63;1,2;1,3;0,3;0,1;0,08;0,08;< 0,01;0,013;15;0,26;7,1;0,3;29;120;5,16;19,1;-;-;-;0,04;0,018;0,029;-
20278;Céleri-rave, purée;Apium graveolens L. var. rapaceum (Mill.) Gaudin;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;26,2;91,4;1,37;2,83;2,11;4,01;0,18;0;-;-;-;0,12;50;0,5;-;-;-;-;8,3;-;-;-;-;-;-;-;-
20284;Petits pois, purée;Pisum sativum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;86;-;4,8;8;3;4,8;2,8;1,7;-;-;-;0,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20289;Tomate, chair et peau, rôtie/cuite au four;Solanum lycopersicum L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;24;92,6;1;3,53;3,1;1,9;0,4;0,11;0,08;0,17;0,02;< 0,013;12;0,22;9,2;0,11;29;310;14,9;567;< 0,25;-;-;< 0,015;< 0,01;0,066;-
20290;Chou romanesco ou brocoli à pomme, cuit;Brassica oleracea var. botrytis;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;34,5;91,5;3;2,03;1,6;4,3;0,8;0,27;0,18;0,26;-;< 0,013;32;0,53;13;0,32;55;260;15,1;81,1;< 0,25;-;-;0,025;0,046;0,13;-
20291;Potimarron, chair sans peau, cuit à l'étouffée;Cucurbita maxima;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;44,2;87,3;1,31;7,05;4,5;3,3;0,5;0,14;0,21;0,12;0,05;< 0,013;18;0,24;10;0,27;33;430;10,9;1000;< 0,25;-;-;< 0,015;< 0,01;0,15;-
20292;Courge butternut (doubeurre), chair sans peau, cuite;Curcubita moschata;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;28,9;90,9;1,06;5,24;4;1,8;< 0,5;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;17;0,15;7,4;0,13;17;340;2,28;1150;< 0,25;-;-;0,02;< 0,01;0,064;-
20298;Carotte, purée cuisinée à la crème, préemballée;Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;43,7;89,6;1,44;4,57;4,39;3;1,6;0,99;0,34;0,14;0,01;0,53;30;0,19;6,4;0,18;21;190;< 0,5;7330;-;-;-;0,024;0,013;0,051;-
20299;Asperge verte, bouillie/cuite à l'eau;Asparagus officinalis L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;25,3;92,7;2,69;1,73;1,3;2,2;0,3;0,07;< 0,01;0,19;0,06;< 0,013;21;0,64;10;0,49;49;220;4,73;438;-;-;-;0,067;0,056;0,046;-
20300;Aubergine, chair et peau, rôtie/cuite au four;Solanum melongena L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;31,1;91;1,31;3,83;3,4;1,9;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;13;0,59;20;0,14;31;310;< 0,5;60,2;-;-;-;< 0,015;< 0,01;0,053;-
20301;Bette ou blette, côte et feuille, bouillie/cuite à l'eau;Beta vulgaris var. cycla L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;15,6;95,2;0,88;1,43;1;2,5;0,3;0,1;0,07;0,1;0,06;0,19;60;0,52;10;0,11;18;160;< 0,5;1260;-;-;-;< 0,015;< 0,01;0,098;-
20302;Brocoli, bouilli/cuit à l'eau, croquant;Brassica oleracea L. var. italica Plenck;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;22,2;92,9;2,5;1,23;0,8;2,6;0,4;0,1;0,07;0,2;0,14;0,043;42;0,41;12;0,23;44;110;22,7;663;-;-;-;< 0,015;< 0,01;0,06;-
20303;Brocoli, bouilli/cuit à l'eau, fondant;Brassica oleracea L. var. italica Plenck;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;21,8;93,8;2,19;1,03;0,6;3;0,5;0,14;0,13;0,18;0,12;0,033;43;0,33;11;0,18;39;90;18,1;576;-;-;-;< 0,015;< 0,01;0,048;-
20304;Brocoli, cuit à la vapeur;Brassica oleracea L. var. italica Plenck;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;38;89,4;4,13;2,53;1,5;2,2;0,7;0,25;0,2;0,19;0,12;0,04;36;0,58;23;0,53;72;340;20,7;567;-;-;-;0,059;0,11;0,16;-
20305;Carotte, bouillie/cuite à l'eau, croquante;Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;33,1;89,2;0,75;6,33;5,9;3,2;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,11;27;0,19;8;0,22;16;170;1,71;8470;-;-;-;0,016;< 0,01;0,047;-
20306;Carotte, bouillie/cuite à l'eau, fondante;Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;29,6;90,1;0,25;5,73;5,1;3,3;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,12;28;0,19;9,4;0,22;17;140;0,52;8700;-;-;-;< 0,015;< 0,01;0,051;-
20307;Carotte, cuite à la vapeur;Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;40,3;87,7;0,63;7,33;6,9;3,7;0,3;0,07;0,06;0,14;0,01;0,11;26;0,22;10;0,21;19;240;1,28;8930;-;-;-;0,018;< 0,01;0,066;-
20308;Chou blanc, bouilli/cuit à l'eau;Brassica oleracea L. convar. capitata L. var. alba;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;20,8;92,9;1;3,23;2,8;2,7;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,018;42;0,19;6,4;0,07;19;120;13,3;< 5;-;-;-;< 0,015;< 0,01;0,048;-
20309;Chou de Bruxelles, bouilli/cuit à l'eau;Brassica oleracea L. var. Gemnifera (DC.) Zenker;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;44,4;85,5;3,19;5,4;4,1;4,8;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,023;35;0,51;19;0,31;62;410;55,4;216;-;-;-;0,067;0,058;0,11;-
20310;Chou rouge, cuit à l'étouffée;Brassica oleracea L. convar. capitata L. var. rubra;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;33,9;89,1;1,19;5,7;4,5;3;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,033;44;0,29;13;0,15;26;250;26,2;11,9;-;-;-;0,047;0,03;0,11;-
20311;Chou vert, bouilli/cuit à l'eau;Brassica oleracea var. capitata;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;19;92,7;1,63;1,83;1,4;3,3;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,013;48;0,34;7,3;0,13;29;130;12;130;-;-;-;0,02;< 0,01;0,052;-
20312;Chou-fleur, cuit à la vapeur;Brassica oleracea L. var. botrytis L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;30,5;91,1;2,56;3,41;2,4;1,8;0,3;0,09;0,07;0,11;0,09;0,013;26;0,38;12;0,28;46;300;21,4;5,61;-;-;-;0,034;0,056;0,13;-
20313;Courgette, chair et peau, rôtie/cuite au four;Cucurbita pepo L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;20,3;93,1;1,5;3,13;2,7;1,7;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;24;0,4;23;0,27;41;300;< 0,5;415;-;-;-;0,02;0,035;0,038;-
20314;Céleri branche, cuit à l'étouffée;Apium graveolens;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;14,7;94,3;0,75;2,48;1,7;1,5;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,35;31;0,12;8,3;0,08;24;340;< 0,5;47,8;-;-;-;< 0,015;0,019;0,034;-
20315;Céleri rave, bouilli/cuit à l'eau;Apium graveolens L. var. rapaceum (Mill.) Gaudin;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;26,2;91;0,94;4,32;1,2;2,6;0,3;0,09;0,05;0,11;0,01;0,093;41;0,27;10;0,17;38;300;0,87;7,35;-;-;-;0,019;0,02;0,074;-
20316;Endive, rôtie/cuite au four;Cichorium intybus var. foliosum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;22;93,7;1,13;4,38;3,2;< 0,5;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;27;0,23;10;0,18;27;180;< 0,5;16,5;-;-;-;0,032;< 0,01;0,028;-
20317;Fenouil, cuit à l'étouffée;Foeniculum vulgare subsp. sativum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;11,8;95,1;0,25;1,94;1,3;1,8;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,028;37;0,12;6,7;0,08;16;210;< 0,5;12;-;-;-;< 0,015;< 0,01;0,019;-
20318;Haricot beurre, bouilli/cuit à l'eau;Phaseolus vulgaris;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;35;89,6;2,19;4,45;2,2;2,7;0,3;0,09;0,04;0,14;0,07;< 0,013;56;0,99;26;0,34;43;210;7,57;74,7;-;-;-;0,04;0,053;< 0,01;-
20320;Haricot vert, bouilli/cuit à l'eau;Phaseolus vulgaris L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;27;90,8;1,75;3,39;2,5;3,2;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;51;0,54;26;0,22;38;260;1,16;407;-;-;-;0,031;0,038;0,031;-
20321;Navet, bouilli/cuit à l'eau;Brassica rapa subsp. rapa L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;18,4;94,2;0,75;3,23;2,8;2,1;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,025;32;0,08;5,8;0,06;20;170;7,25;< 5;-;-;-;< 0,015;< 0,01;0,029;-
20322;Oignon blanc ou jaune, sauté/poêlé sans matière grasse;Allium cepa L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;39,2;88,1;1,56;6,73;5;2,8;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;32;0,24;9,3;0,21;35;270;2,31;< 5;-;-;-;0,04;0,022;0,066;-
20324;Oignon rouge, sauté/poêlé;Allium cepa L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;41,5;87,9;1,69;7,55;6,7;2,1;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;26;0,26;10;0,26;33;220;5,68;< 5;-;-;-;0,031;< 0,01;0,062;-
20325;Panais, cuit à l'étouffée;Pastinaca sativa L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;91,2;73,6;1,94;16,6;6,2;5,6;0,5;0,13;0,09;0,23;0,01;0,018;44;0,37;25;0,35;74;510;7,92;< 5;-;-;-;0,089;0,056;0,079;-
20326;Petits pois, bouillis/cuits à l'eau;Pisum sativum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;80,7;77,4;6,38;9,93;1,6;4,8;0,6;0,15;0,12;0,27;0,04;0,023;38;1,2;29;0,72;100;190;11,4;316;-;-;-;0,14;< 0,01;0,044;-
20327;Poireau, bouilli/cuit à l'eau;Allium porrum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;24,7;91,6;2,56;2,23;1,8;3,4;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;35;0,45;6,5;0,14;26;120;3,79;343;0;0;-;0,028;< 0,01;0,055;-
20328;Poivron jaune, sauté/poêlé;Capsicum annuum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;34,5;90,5;1;5,33;4,9;2,2;0,6;0,19;0,1;0,29;0,1;< 0,013;7,3;0,23;11;0,14;23;220;126;837;-;-;-;0,03;0,047;0,24;-
20329;Poivron rouge, sauté/poêlé;Capsicum annuum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;33;89,8;0,94;6,53;6,1;2;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;7;0,27;12;0,14;25;240;144;7120;-;-;-;0,033;0,1;0,31;-
20330;Poivron vert, sauté/poêlé;Capsicum annuum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;27,3;92,4;1,25;3,53;3,1;3;0,3;0,1;0,06;0,11;0,04;< 0,013;6,7;0,21;9,5;0,12;20;200;64,6;199;-;-;-;0,017;0,021;0,26;-
20331;Potimarron, chair sans peau, bouilli/cuit à l'eau;Cucurbita maxima;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;38,6;88,9;1,06;6,88;3,5;1,8;0,3;0,08;0,14;0,07;0,03;< 0,013;18;0,19;8,5;0,24;27;330;8,65;5310;-;-;-;< 0,015;< 0,01;0,06;-
20332;Potiron, rôti/cuit au four;Cucurbita maxima;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;28,2;90,7;0,25;5,66;4,8;2;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;31;0,11;8,6;0,1;14;330;< 0,5;5860;-;-;-;< 0,015;< 0,01;0,02;-
20333;Salsifis, bouilli/cuit à l'eau;Scorzonera hispanica;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;56,9;82,8;2,63;9,29;2,3;4,5;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,02;38;0,56;23;0,49;88;170;0,74;< 5;-;-;-;0,07;< 0,01;0,042;-
20335;Échalote, sautée/poêlée sans matière grasse;Allium cepa var. aggregatum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;67,3;81,5;2;12,3;3,8;2,9;0,4;0,12;0,12;0,11;< 0,01;< 0,013;22;0,25;11;0,27;48;270;0,84;5,29;-;-;-;0,032;< 0,01;0,1;-
20336;Épinard, bouilli/cuit à l'eau;Spinacia oleracea L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;26,8;91,9;3,38;traces;traces;3,5;0,7;0,13;0,07;0,44;0,37;0,03;240;1,3;30;0,79;30;160;< 0,5;6680;-;-;-;< 0,015;0,053;0,038;-
20339;Chou chinois pak choï ou pak choy (feuilles vertes ressemblant à des blettes), cuit;Brassica rapa L. subsp. Chinensis;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;12,8;95,6;1,56;0,78;0,78;1;0,16;0,021;0,012;0,077;-;0,085;93;1,04;11;0,17;29;371;26;2550;0;0;-;0,032;0,063;0,17;-
20349;Asperge, bouillie/cuite à l'eau (aliment moyen);Asparagus officinalis L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;20,7;94;1,97;1,67;1,24;1,69;0,3;0,087;0,048;0,13;0,029;0,0098;17,6;0,42;8,35;0,38;37,6;163;4,98;199;-;-;-;0,052;0,034;0,036;-
20350;Brocoli, bouilli/cuit à l'eau (aliment moyen);Brassica oleracea L. var. italica Plenck;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;21,8;93,8;2,19;1,03;0,6;3;0,5;0,14;0,13;0,18;0,12;0,033;43;0,33;11;0,18;39;90;18,1;576;-;-;-;< 0,015;< 0,01;0,048;-
20351;Brocoli, cuit (aliment moyen);Brassica oleracea L. var. italica Plenck;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;30;91,6;3,17;1,79;1,06;2,59;0,6;0,2;0,17;0,19;0,12;0,036;39,4;0,46;17,1;0,36;55,8;217;19,4;571;-;-;-;0,034;0,056;0,1;-
20352;Carotte, bouillie/cuite à l'eau (aliment moyen);Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;29,6;90,1;0,25;5,73;5,1;3,3;< 0,3;< 0,01;< 0,01;< 0,01;< 0,01;0,12;28;0,19;9,4;0,22;17;140;0,52;8700;-;-;-;0,0075;< 0,01;0,051;-
20353;Carotte, cuite (aliment moyen);Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;33;89,3;0,37;6,24;5,67;3,43;0,2;0,026;0,022;0,048;0,0066;0,11;27,4;0,2;9,59;0,22;17,6;172;0,76;8770;-;-;-;0,011;< 0,01;0,055;-
20354;Céleri branche, cuit (aliment moyen);Apium graveolens;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;13,1;95;0,63;1,38;0,8;2;0,15;0,1;-;-;-;0,54;29,2;-;8;0,14;-;281;-;56;-;-;-;-;-;-;-
20355;Chou rouge, cuit (aliment moyen);Brassica oleracea L. convar. capitata L. var. rubra;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;31,8;89,5;1,26;5,13;4,22;2,9;0,14;0,0064;0,0055;0,014;< 0,01;0,041;46,5;0,38;12,7;0,15;27,7;253;28,2;13,8;-;-;-;0,053;0,037;0,14;-
20356;Fenouil, cuit (aliment moyen);Foeniculum vulgare subsp. sativum;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;11,8;95;0,36;1,8;1,2;1,83;< 0,27;< 0,014;< 0,012;< 0,016;< 0,0092;0,043;37,8;0,13;7,15;0,093;16,2;218;0,42;12,3;-;-;-;0,0096;< 0,014;0,031;-
20357;Potimarron, chair sans peau, cuit (aliment moyen);Cucurbita maxima;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;38,6;88,9;1,06;6,88;3,5;1,8;0,3;0,08;0,14;0,07;0,03;< 0,013;18;0,19;8,5;0,24;27;330;8,65;5310;-;-;-;< 0,015;< 0,01;0,06;-
20358;Tomate, chair et peau, cuite (aliment moyen);Solanum lycopersicum L;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;19,8;93,7;0,97;3,06;2,71;1,13;0,21;0,049;0,039;0,089;-;0,02;11,4;0,51;9,07;0,13;28,4;251;20;391;< 0,09;0;-;0,026;0,016;0,074;-
20497;Légumes pour couscous, cuits;(Genus and species unknown or multiple);fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;29,6;90,9;1,58;3,87;2,09;2,33;0,42;0,049;0,064;0,17;0,018;0,59;39;0,7;15;0,3;38;208;18;2750;0;0;-;0,05;0,04;0,12;0,38
20499;Légume cuit (aliment moyen);(Genus and species unknown or multiple);fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;28,7;91;1,68;3,67;2,03;2,6;0,3;0,09;0,036;0,1;0,049;0,11;36,9;0,54;19,1;0,26;40,7;233;8,35;750;0,014;0;-;0,034;0,049;0,058;-
20590;Crosne, cuit;Stachys affinis Bunge;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;49;85,7;2,13;9,11;0,2;1,9;< 0,5;< 0,01;< 0,01;< 0,01;< 0,01;0,013;20;0,37;14;0,24;58;310;-;< 5;< 0,25;-;-;0,025;< 0,01;0,068;-
58103;Gombo, fruit, cuit;Abelmoschus esculentus L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes cuits;22,4;92,6;1,87;2,01;2,01;2,5;0,21;0,045;0,028;0,046;-;0,015;77;0,28;36;0,43;32;135;16,3;170;0;0;-;0,13;0,055;0,19;-
20092;Carotte, déshydratée;;fruits, légumes, légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;317;4;8,1;56;38,8;23,6;1,49;0,26;0,076;0,73;-;0,69;212;3,93;118;1,57;346;2540;14,6;34000;0;0;-;0,53;0,42;1,04;-
20180;Oignon, séché;;fruits, légumes, légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;355;3,93;8,95;74,1;37,4;9,2;0,46;0,078;0,064;0,18;-;0,053;257;1,55;92;1,89;303;1620;33;11;0;0;-;0,5;0,1;1,6;-
20189;Tomate, séchée;;fruits, légumes, légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;-;14,6;14,1;43,5;37,6;12,3;2,97;0,43;0,49;1,12;0,011;0,62;110;9,09;194;1,99;356;3430;39,2;524;0;0;-;0,53;0,49;0,33;-
20202;Champignon noir, séché;;fruits, légumes, légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;-;-;7,5;-;0;-;0,075;0;-;0;-;0,088;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
20211;Champignon, lentin comestible ou shiitaké, séché;;fruits, légumes, légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;316;9,5;9,58;63,9;2,21;11,5;0,99;0,23;0,32;0,15;-;0,033;11;1,72;132;7,66;294;1530;3,5;0;3,9;0;-;0,3;1,27;0,97;-
20256;Tomate, séchée, à l'huile;;fruits, légumes, légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;-;53,8;5,06;7,98;6,5;5,8;13,2;1,89;8,66;2,06;0,0058;0,67;47;2,68;81;0,78;139;1570;-;-;0;0;-;0,19;0,38;0,32;-
20800;Banane jaune, chair sans peau, cuite à la vapeur, prélevée à la Martinique;Musa spp.;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;64,1;1,06;-;-;-;0,057;-;-;-;-;-;-;-;-;-;-;-;6,07;-;-;-;-;-;-;-;-
20801;Chips de chair de giraumon (variété locale), prélevé à la Martinique;Cucurbita moschata;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;-;-;12,3;0,44;8,4;-;-;-;-;-;-;-;-;-;-;-;2400;-;326;-;-;-;-;-;-;-
20802;Chips de chair de giraumon (variété phoenix), prélevé à la Martinique;Cucurbita moschata Phoenix var.;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;-;-;13,9;0,2;8,7;-;-;-;-;-;-;-;-;-;-;-;2580;-;767;-;-;-;-;-;-;-
20803;Chou dur ou chou caraïbe ou macabo, pulpe, cuit à la vapeur, prélevé à la Martinique;;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;63,7;3,25;-;-;-;0,0033;-;-;-;-;-;-;-;-;-;-;-;19,3;-;-;-;-;-;-;-;-
20804;Chayote ou christophine ou chouchou à peau blanche, chair sans peau, sans noyau, cuite à la vapeur, prélevée à la Martinique;Sechium edule;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;90,4;1,21;5,93;-;1,9;0,033;-;-;-;-;-;-;-;-;-;-;192;7,4;-;-;-;-;-;-;-;-
20805;Chayote ou christophine ou chouchou à peau verte, chair sans peau, sans noyau, cuite à la vapeur, prélevée à la Martinique;Sechium edule;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;90,7;1,23;4,6;-;3;0,023;-;-;-;-;-;-;-;-;-;-;198;12,5;-;-;-;-;-;-;-;-
20806;Chayote ou christophine ou chouchou à peau blanche, chaire sans peau, sans noyau, appertisée, non égouttée, prélevée à la Martinique;Sechium edule;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;93,2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;0,23;-;-;-;-;-;-;-;-
20807;Chayote ou christophine ou chouchou, chair et peau, sans noyau, cuite à la vapeur, surgelée, prélevée à la Martinique;Sechium edule;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;91,6;-;-;-;1,6;-;-;-;-;-;-;-;-;-;-;-;-;6,1;-;-;-;-;-;-;-;-
20808;Concombre, chair sans peau, avec pépins, cru, prélevé à la Martinique;Cucumis sativus L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;95,8;0,73;-;-;-;0,58;-;-;-;-;-;-;-;-;-;-;-;0,1;-;-;-;-;-;-;-;-
20809;Concombre, chair et peau, cru, prélevé à la Martinique;Cucumis sativus L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;96,8;0,42;-;-;-;0,27;-;-;-;-;-;-;-;-;-;-;-;0,3;-;-;-;-;-;-;-;-
20810;Cresson, feuille, cru, prélevé à la Martinique;Nasturtium officinale;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;95;2,25;traces;-;2,1;0,1;-;-;-;-;-;0,059;1,31;-;-;-;432;2,67;1060;-;-;-;-;-;-;-
20811;Dachine, pulpe, cuit à la vapeur, prélevé à la Martinique;;fruits, légumes, légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;-;65,3;1,15;-;-;-;0,3;-;-;-;-;-;-;-;-;-;-;-;4,07;-;-;-;-;-;-;-;-
